Name,Comment,Time,Likes
Jaz Tadz,"Lol I work at gap factory for years and I hated our products. Literally every single item that I bought didn’t last me 2 years. Shirts get random holes everywhere and I hated the the fit on me. I find it not flattering, boring and made out of cheap material. Yes, the 30-70% off are there to make you feel like you saved a lot of money but really what you’re paying after the discounts is really what it’s worth.",2019-12-01T05:19:48Z,1
The Last Defender of Camelot,"I don't work there anymore but I was surprised they discount everything in there. when I got hired in 2002 there were more regular priced items but we had to harass customers to buy them. now I only shop there to buy work clothes mainly khakis but having everything on discount wasn't the norm 20 years ago. nobody wanted to buy those ugly rugby polo T's at $34.50 (CAD) and surprisingly I still remember the price.

its suppose to be 50th anniversary for Gap and they didn't really do anything exciting in 2019 for neither of the staff nor the customers. its the same old boring lifeless store when you go in.",2019-12-07T08:12:16Z,0
Lindsey Clair,"Not gonna lie, I’m not sure I’ve ever been inside a gap store",2019-11-30T22:00:34Z,26
agricolaregs,I was in the 7th grade.,2020-12-31T15:31:19Z,0
Nardin Nabil,"They have to rethink their products' quality, variety and style along with prices. Their competitors are real savages!",2019-11-30T14:01:21Z,0
betequeue,"Shame, I really like Banana Republic. They closed their store on the Champs Elysées in 2017 :(",2019-11-30T01:27:10Z,0
Ray Laventure,"“The young, liberal baby boomers” 

Ah, yes... the 60s. How far we’ve come.",2019-11-29T19:58:32Z,13
Dark,The only good clothing they make are jeans. Anything else isn’t worth it.,2019-11-29T19:03:12Z,0
Pradeep Kandari,"@2:37 Did she said that ""by 1972 they had 25 stores and one across the country in New Jersey. Where the hell was the company founded",2019-11-28T15:50:10Z,0
kombucha.,I know you blame amazon but all these stores are closing because no one cares,2019-11-28T10:55:00Z,0
Makaveli,"Used to go to the gap in  the early 90s for clothes...then went to old navy. By early 2000s when I would go to the gap it’s clothes were ugly there was absolutely nothing I saw in there that was my style, the store was huge and looked high end with minimal stock displayed...I thought to myself this brand is over.",2019-11-27T20:18:33Z,0
KyhsOpen Doors,The GAP is way too OVERPRICED,2019-11-25T20:07:15Z,0
Lala,"Let's face it, Athleta may be successful now, but only for as long as athleisure is trendy.
They need to be able to adapt their designs and branding when the trends change, which is what the Gap & Banana Republic failed to do.",2019-11-24T22:50:29Z,0
P Johnson,It's because of the movie Crazy Stupid Love,2019-11-24T14:46:56Z,0
Khaled A.,The future is for small-mid personal mom nd' pop business,2019-11-24T10:49:57Z,0
K onliner,Next video : Uniqlo.,2019-11-24T05:12:16Z,0
Jessica Aye,I still dress GAPish 🤷🏾‍♀️,2019-11-22T08:54:43Z,1
Jessica Aye,WHAT DID HE SAY!!!!!!????!!!!!! 🧐,2019-11-22T08:53:11Z,0
Sydney Clement,"I personally don't like Gap. Nothing against the company, I just don't like the styles",2019-11-21T18:50:09Z,0
jaymeez,"Gap Kids is still ok to me but I don’t shop at Gap, Old Navy, or Banana Republic anymore",2019-11-21T11:56:30Z,0
zebredpooding,Old Navy is boring and ugly,2019-11-19T18:27:32Z,0
Move with Jenna,This is so heart breaking :/,2019-11-19T05:16:13Z,1
Gerardo V.,Eh.,2019-11-18T04:16:14Z,1
Anna,Boomer,2019-11-17T18:24:56Z,0
AM M,"Banana Republic used to be my go-to work work clothes (and I'm a millennial). They used to have some unique but still not crazy designs in quality materials - wool, silk, cashmere blends etc at reasonable prices. Now they have really boring, shapeless, polyester crap. That's what happens when you compromise quality. Otherwise I'd still really like BR.",2019-11-17T12:12:27Z,0
Lisa Simpson Rules,"I used to work at a posh kindergarten. All the babies and toddlers were dressed up in Gap as if it were a uniform. I never saw any difference in quality. It is just a more expensive brand than mothercare, so supposedly more ""exclusive"". And they all were dressed exactly the same.",2019-11-16T15:26:06Z,0
Maddie Maddocks,Venture capital should start funding artists. Da dum dum.,2019-11-16T03:09:05Z,0
Chris,Hahahahaha and now the millennials and Gen Z mock the baby boomers..... just wait 30 years when your kids despise you and you’ll look back and reflect,2019-11-15T12:33:13Z,0
Rodrigo Vieira,Ok boomer,2019-11-16T12:41:18Z,0
Johann Kao,"It's not just design, it's a base expectation of quality. Either be a bargain-price or have decent quality if you expect consumers to pay a higher price 


Years ago at Banana Republic, I bought men's gloves for $40 CAD at a 40% black friday discount....they fell apart at the seams after less than a month. I bought better-looking men's gloves at $25 at Express the following year and my husband is still wearing them",2019-11-14T21:41:23Z,0
africanindiaspo,There will be no more GAP in the market.,2019-11-14T18:54:47Z,1
Daniel R,Was anyone else interrupted by an Old Navy commercial mid segment? No? Just me? OK.,2019-11-14T15:14:27Z,1
Anteroization,"1%  of elastine and polyester has killed al those stores, they are not even good for cleaning rags, once you are done with then.",2019-11-14T12:55:13Z,0
Little Blue Elephant,"Basically, Gap clothing is really ugly and made for giant white people with no sense of style stuck in 1996.",2019-11-13T16:05:50Z,0
AvaMasquerade,"Honestly? Grey, blue, tan and (if you're lucky)  black. That's pretty much what you see in every Gap in terms of color. And while simple is elegant, walking into a funereal looking Gap is boring, and walking out with actual purchases just screams ""I'm basic!""",2019-11-13T10:38:44Z,0
Chris Kalogeropouls,"My favorite store. It is my ""go to store"".  Love their stuff.",2019-11-12T21:45:15Z,2
Pellbort,"When I look at that logo, I hear the 90210 theme song",2019-11-12T14:18:21Z,0
Azerty,"What’s wrong with UP and DOWN ?
They are just like any other company.
They did their time.",2019-11-11T22:05:06Z,0
Diego Rodriguez,Same old and bored clothes style since 90.. That’s why ..,2019-11-05T08:29:58Z,0
Colin Smith,Wearing 100% polyester should be a crime.,2019-11-04T23:03:27Z,0
E. A.,Their clothes disintegrate after like 2 washes,2019-11-04T17:26:49Z,1
Maloy7800,I don't know who Jim Cramer is and how important he is to CNBC but could you please NEVER use him in your channel EVER again? He talks like he's chewing a pillow and he dresses like the pillow being chewed. What an extremely unpleasant person...,2019-11-03T10:51:27Z,0
DanceSing_Liv,I’ve seen some cool gap commercials lately but going in the store everything is so bland and the couple things that look pretty cool to me after hunting around are too overpriced for the quality. They need to do a complete redesign if they want to stay relevant to consumers today.,2019-11-03T07:02:54Z,0
Tom 2023,Haha no wonder gap stores in singapore all closes down..,2019-11-03T01:51:57Z,0
Beachdudeca,its insane to buy anything at GAP when u can get it at 1/2 the price at Old Navy !,2019-10-30T22:18:05Z,1
journalistethics dotcom,"GAP - boring, plain, overpriced, few tones basic stock that spend billions over the decades using top celebrities to brain wash us into thinking that GAP is cool and special. Oh, and the price tags in the store pay these celebrities - i.e. our wallets.",2019-10-29T05:14:02Z,0
Jenni Schick,"No one wants to wear hoodies that say GAP anymore. Also, GAP clothes are expensive, have zero style and crappy fabrics. I can buy the same style clothing at Walmart & Target and get better quality for much less $.",2019-10-27T21:29:02Z,1
TheDankLord,"damn you guys are insane, banana republic is flames",2019-10-27T17:27:59Z,0
Le Huy-Anh,"GAP *also failed in France and Japan* because the *French love the 60's and 80's* , and the *Japanese love the 50's and 80's* , but *GAP offers nothing but bland, suburban 90's.*",2019-10-26T05:38:28Z,34
Jamil Gotcher,The 90's are in style again and Gap has some really cute square neck t-shirts that are really good quality.,2020-12-16T05:35:40Z,2
Alexia,"Doesn't the chart in the beginning just show that sales have been stable, neither increasing nor falling. Maybe the fact they expect constant growth is the problem?",2019-10-25T21:25:39Z,3
Lucas Souza,Here I’m Brazil they closed a lot of stores. No wonder considering they charge u 200BRL for a sweatshirt 💁🏻,2019-10-25T13:06:50Z,0
Ed Neg,"HEY CRAMER ANYMORE ""GURUS"" OF DA LENNY DYKSTRA TYPE U FOOLISHLY HYPED??",2019-10-25T11:02:22Z,0
Jaden Thomas,"I laughed when they showed ""the gap"" was founded by a couple clearly older than the targeted customer.",2019-10-24T21:52:50Z,0
Jaden Thomas,@2:09 guy is PACKING,2019-10-24T21:51:17Z,0
Jaden Thomas,"I HATE Old Navy. Dirty, disorganized stores. The materials used in the clothes are cheaper and look and feel inferior to those used in more premium brands. Quite simply: you get what you pay for.",2019-10-24T21:49:20Z,0
marwil8030,Why not appoint someone from the fashion industry as CEO to start. You won't hire a plumber to build your house... why hire someone with no fashion industry background?!,2019-10-24T21:32:17Z,0
Lee Howell,Over priced ordinary clothes- never wasted my money there !,2019-10-24T03:45:30Z,0
SID REN,So there’s a real gap for GAP now lol,2019-10-23T18:45:00Z,0
No1Melody,0.49....errr sorry pardon what? is it me?,2019-10-23T08:46:56Z,0
danwilson12,"I still like Banana Republic's style, but it's too pricey and other stores like Target are trying to move into that range with their goodfellow brand and their recent remodeling of all their stores",2019-10-22T19:09:40Z,0
NigelDK,When you jump a gap I guess you could say you rise and fall.,2019-10-21T17:19:41Z,0
Klaimster 31,2:08 😶,2019-10-21T16:54:18Z,1
G L,"They could improve the quality of its products.  I can get better quality clothing at a thrift store, it’s sad but true.",2019-10-21T07:54:22Z,0
Her,Old navy is expensive af,2019-10-20T20:23:11Z,0
Smartkid2387,I feel like people don’t just shop at one place. There are so many options. I like go to specific stores for specific items. I still shop the The Gap and Old Navy but as I said for specific items. I do think The Gap is gonna take a hit when it separates from Old Navy.,2019-10-20T19:31:57Z,1
Harrison Freund,"Are there people who actually like Old Navy? The sizing is all over the map, and the store by me had merchandise covered with dust-bunnies.",2019-10-20T05:06:13Z,0
justin smith,Honestly vingate T-shirts killed them you can get better clothes from target,2019-10-20T04:09:28Z,0
PRETTY GIRL POLITICS,"Gap has always been boring and over priced.  Without advertising what makes them worth buying over cheaper brands. They need to  promote heavily what makes them better and worth it.  If they're made in USA then promote it.  If their clothes are made with 100% cotton, then promotw it.  They stopped really taking advertising and branding seriously, but kept the basic clothes and high prices as usual.  That's why they are falling.",2019-10-19T19:36:29Z,0
Paul Leepoy,Pax2,2019-10-17T17:20:01Z,0
SweetPeach Bellini,"Fast fashion is on the way out.  Trust me...by 2020, most of the fast fashion places will be no longer in business or at least, headed that way.",2019-10-16T21:20:26Z,0
Lu,Did CNBC really use a colonial-era globe atlas for this video?,2019-10-16T17:52:37Z,0
Olga Freeman,Btw... that “original” Gap store they keep showing is actually in Santa Monica on Wilshire and 20th.  The first Gap I worked at.,2019-10-16T15:34:46Z,3
Khanh Ho,"I've seen GAP throughout the eras, as I still remember getting my Levi's there...and their old slogan 'Fall Into The Gap.'  The last time I found real excitement in buying from them was back in 1995, right before starting grad school.  I went shopping for some new clothes with my ex-girlfriend who was a high school teacher but, funny enough, is now a CEO of a major clothing company.  I still bought off and on with The Gap but it was mostly for basics...and generally because they would often have incredible sales.  But there were no statement pieces and certainly not much joy.  I'm now at a point where I just walk past.  I mostly buy my clothes from Barney's.  It feels like I get more value...even if I am paying more.",2019-10-15T17:18:59Z,1
